customer_id,customer_unique_id,customer_city
ae8db0691449a44352e7d535ddf78c5e,ad28944afc91824e30366a595654aaa4,guaruja
0f3c6edd9f58c263db53fdb1783a249d,3321a75303831a580b0973bbf54900da,ipatinga
4d5110d0a2b5239cb983610da1d18774,629fb99609e4613c746af4eaa455c91a,sao paulo
80b5a39f1962bdc67b8ac0a96936a7b6,f62f269f9ce7c41d20a90f70df873f42,balneario camboriu
eee74b2a9aa0989243d2793c1a90fbf6,a40096fc0a3862e9e12bc55b5f8e6ab2,rio de janeiro
852947b57caab58c544343592f5e06d2,4f6d635ff2fd4e30ff5369a7b943eb22,sao paulo
1004c05877ddf8196ad1341ca602e628,6ad430c5fac5e72b42f74af4ad7e98f3,sao paulo
6b4a545e81c747a0f12ec50d9f725d63,533959cf0ee1554e269d8cc79f12a7d1,santa cruz do rio pardo
4b003ee1eabaffe8ff8e6d75394a9b42,941590fb8aef66b3a8352fe7c691879e,serrinha
1681471e9172d7e12ba08e9ac9e8628b,84032c13e75382a35c99ae73156b30b9,rio de janeiro
e3c7e245a96d7fa339fe6c16f8da4e90,79051ee5ee98c4bd6982e67e2e79dbcb,franco da rocha
cad72c6ad6d5b6d95ce0056e1e7948a8,20bb1d9431264f331e47b2da94991eaf,irati
5b7ad66e4a9c19ef5ddceae95d05e46e,b0b18bfffa6a1fb823a25a9167e6877c,brasilia
71e31bd9c37b8a1cacc557b87b3e50cb,323630f1bddac4dc06bf3bdeb90dbe36,brasilia
7569ea856f1959d0371e70135efb6df7,316d6ccdf24ac783b5e4ccdff8506af9,volta redonda
b09ff235742f48bfa743f3e9474d36ef,016a5760b723a3a0bcb4b294d4bc6b45,guarulhos
d703cdda08125e2b263b92746af0f23c,4669d94e1e35f2493af76862ff85beba,sao paulo
8a3083e3f5500b50d6f4f3003604df87,ad1ba362b0121447945a47fe07fef188,sao sebastiao do paraiso
e91d6e2c6d965a4d07ff782ce5bde6db,09ec740fbf182446388824c67a5fb78d,sao paulo
a4a00c41b5e3ed88bf0e0bb96576c2b2,94e89532396b3c02f648b2bc7f93f528,belford roxo
e4d86d1da4dc444b482115d7aeb1cc3f,70e15e657d597f3c096fb696e815018f,rosario do sul
2b6d4b2b966c8aa7413190f4b5dee130,2ee1f65b4197b8eb29826c06b876ba67,itaguai
ada5afd2b1b1258fd60f507e92a63472,fbd58f38cbd2989e434b148f479534c8,paraopeba
f127cfb44a80615cabe7a815ba206286,9801a2c53e40c68803158742466ad09a,guarapuava
d1d326edcb5fc3e9aadd6e86b7a57910,cad6e6cc5d7a8620efda1f8310fba9d1,sao paulo
620c2e659b5d119813362bfe4bbe8634,23e5f7d84dad8339f627d75ac90e2d43,guarulhos
cbafb574da2d33b039f294c188624b6c,e486555873e1947a1de7b1ff1e8c3554,criciuma
082805d32249e17183cfb56ccb67b5cf,339f6d44a550afdaf2a4a9a29d091d16,sao paulo
075ad0fda24dab7269482d16b193c87d,483ccebb9c42ae89d35740fadc153835,sao paulo
a9434e011c74b3cfe8649aafc303c441,637c2caca17c2bf9fe41e50a6fcec9ed,cortes
e773252cc3222d0c3ae7694b271e2e32,8533fef411165ea5df3fe583670a76cf,santa rosa de viterbo
6e99b4a37b2d5aa40cb85bdfcf9dc0eb,2a914bdfae6c0cc612a51e479acc0128,santos
35b6b3b06cd4b2101cfabfb5429dc028,05105abc98016eb044d450d5e60de1b2,niteroi
6ca7c0e971c24ce0931f148588ef23ce,f48a9bdc7d38b43bba4082517ea1bc07,juiz de fora
4374a2a34bb261daa66f8c87672c2d54,937f16b584dd395ce455ef468322b27f,belo horizonte
302025f399c7405c509a297b6b9a1e73,7bf1c59401206e31a78523077f3a1144,taboao da serra
2db53092fc4dd9c063d54cf52c0d68b8,4ebfd10a85099b098816cbbca0604b59,contagem
240f2bd361ee42f7570caf78cd615dc3,f6ce59662fa24ba7ccc289430b580a7e,santo andre
f3bb4ca2244dc44f761b7becf03acebb,de038e601db2bbdb12a1ab691a58f7e2,valinhos
7d81b5f1ff0e0a22a9496943f1df6cbd,2aa9325eab1676f4d62830f004d67a34,sao jose dos campos
48ed31e735f1c420ed6ca3637b7c744d,55a269f324455e78349e7b9b7e7e5911,sao paulo
8d13b315c8e8e3d9011c9e9267cb8a70,63df651d5e8adb6a0e4baeb66a0eea37,birigui
5bc405425b97198b8eb4ac336d490ebd,32fb60e2ce6a1f62eeccbc2d33046072,sao paulo
a842a362a7fd195daa06e2d9ba915df8,40c4c308279011b2e5b85c75579f415d,sao goncalo
41ce2a54c0b03bf3443c3d931a367089,3a653a41f6f9fc3d2a113cf8398680e8,vianopolis
73b78086ff774603121ae9c25de7056c,89e3027de49c3012858cfeb7f5a34f59,sao goncalo
8dca32263f9981caeed36ea29320bbda,dbfd0ee98fac0d9b4f109a2aaed48093,rio de janeiro
4cd274ce8ba240b1cff6480fa9911df1,01daeb09de8f07882ccd4319ffbc4693,ribeirao pires
0a2883594e4e7a4a978b205dd7bcf909,f25f4335773e57531fab383b2a86d978,sao paulo
1f643377fc027364be3ffbc29cd8e109,b310264264a53605778ac08833bd5514,cacapava
59114bde7ce6b9fd6ed88bb8dc422d46,c4727b31f6dae15654a8a097c91abe75,gravatai
c0a1f831e9bc121e3d53685f89955059,296d0b2c6acccdf4d6727b20e1f9f4a2,sorocaba
a7a72fdf8bebfecc166fa99ad92069a7,76464fcf73d60dc8e2166448bd23a1bb,rio de janeiro
e012ec724eb09748bfe4dc58facabfff,5ade76c1b8598f4752607e46984950d5,rio de janeiro
b8e0b0edff2de6181d492311d927769e,af4d3cd0b29b208c971ff6ad78b41b79,rio de janeiro
307329610b09cf8c45bec0d871eb1ec8,6c3974f2a296fbcb0aa071279dbf6f24,limeira
099786bcc7ebf2f323ecf03a9f54b02d,7d435b111211b3f34f6995914fdef980,campinas
652bebc636b04ff76896479e77c7ec18,944a3eacbae592a23be282b9858d78b6,indaiatuba
359a6a601e39e02fa99b31f11f104594,31a5a2b6f59607a0c7ba435e40316362,rio grande
7f4f07b97783e894fccff9d72e0988b3,293c9db44b6588c4e52fbef455fccde8,florianopolis
5ad934ace4646e3dad70148a823eb138,795ec127906a9e161109399a70f5826d,januaria
38c7187bbd781f3cb903117648bfa3ca,a72a2d4e19868dba726c0e6f49198c7e,firminopolis
72b154a83078118969daf89bbe7fe225,0087c31081ea8d160baa06bf4ad4d76f,joinville
c33c19eea4404b369fca569a72a7b35f,41678bd77f241a2270d0a5d905b22020,barueri
4865bc634919f9ff8358eb16eadba34c,d215654948fc3ce8f8010cc12a8c843e,vitoria
4f75899b8f7b903d7295eb12dcedb330,bc6839208cb211872c9e1909676cbd0a,sao paulo
2be831e199cd5308b6e3ab6f36718526,f152faf30f85d9b5784cc9a72611a810,sao vicente
33f382bbe8b6dd6a3b7f4f161b05e45e,1e3d5ec055904eea7d4e95d60a1ad2cf,sao paulo
358c19bbbb97654500cc288498104566,f3df2c0b7cf3814b81b37ff6273f76cd,brasilia
52408f5b63dfdc6b77f1c8414662e4a3,bc2c9d4cffdfa4609cb2f961250ba4d7,rio de janeiro
e9897d7b26b4ceaa2b3f07a0e4cddd98,c88a78ffee02f40ceeb314786550b716,aparecida de goiania
9816186e9870b50a311b2c06da8853a1,9bedaa421783554848ab968c22aa6dfe,chacara
04361b218639fa1eea85ab84aebcab7f,dadbd996f437b5230f82ad00de17a4da,rio de janeiro
506ad507afe195802c80197c61b37ebe,a6287dcde3fcf9870d4254398a407d27,rio de janeiro
b76f6b4b7545d1a23bfc4caece1d6ddc,75897dfb21f53272945a344799721579,jacarei
f4302056f0c58570522590f8181de2c7,67b05b597a66b5c449025000b9430abb,picos
c8223f76047e09bea798462f2f46ffa9,b4ee22e08cdaeab0b8e6bf2e67d7c19b,una
08be5d1f213ea37487f2698ca4b2be07,3eddcc05abf2cf434aae2a9662597353,ribeirao preto
9aad6db5643769b3d802a87328ec31e2,463d8425827e81d905edf86f9c231eef,cabo frio
ed35271185aa3ecf2e421970e47e473f,643b807a55c5add3c91379b31f50d206,adamantina
00e200fe66bc8553bd83681887d6176f,fc5e5fe0a1c88aebef8f551bc84abd9c,manaus
edaa9852dc9c501799d0062442a05a52,7be63f0ed4d9c76ed55844021da8d5e5,mogi das cruzes
c908a3e881a6b1e45aba3336b478f445,fafbc4ecb15933633821dfd530c9263b,goiania
534525d2977800ab718182e9731f540b,df033c6cca61206b057d843131600fc0,aracaju
958f8d94c5c2d21ccf6a43d0e3d50308,144b9f1cf244df05e042b5262ecf97d1,valinhos
b68c905ab520e155e3e405bbf8dc1bb0,b0454e831e63abc9d4148e48e4ebb4ae,rio de janeiro
8b28d65024bde74b024ae8c9326adf50,d7dcb6a86716cae0bae52007bd8b7822,rio de janeiro
b828fa53202efa901b22f532577fe859,6b0c568efa39d9923961096ab40d3ed9,rio de janeiro
17ebae22126d3df35f5e1fa1efedab94,82d3e8adcc5eaecb0594f0b20a105d93,sorocaba
4f24e59afa7758f83c982b1186a14ccc,28e7419981c810e071e0f6b061129fbc,sao paulo
a1cd7aead5b4948681cfcf303b3b5845,bc53fa6fe784dfc008612a79f5fc0e3a,florianopolis
dee7ac1315330a02d049ad3b108c7ad4,16d778764561c820ab02b6ea12796b14,uberlandia
7927dfaf0bee1bf23b4e9203355497c0,fbb97973142894c3265d06e676820c5a,santa cruz do sul
a18e4956844fab232555e2bfd53eca5e,b4b26faae91bc1b8f9458d29bc3c200c,castanhal
5d8f7d35350a0802b7e4bea9671b132a,589ee29a3decf9bd5cd8492da02efb2e,cariacica
851406b866022c60fdb8a6e862808933,43f0b8fa25a050c02dc18e166ed574ef,guarapuava
591cb16ea1a6d8f7eebd0a349593bea2,0019e8c501c85848ac0966d45226fa1d,cuiaba
ba3f81b4928e851009ff39ebeddd520e,1b5908d160c0942cc1b26bc725536d42,diadema
7d7fc89ea76913eeb562675ed70cb77f,6df2dbb5ec4a3c72ffc716d264b4b425,salto
15bc7cbb1170241d34ff27230c88f023,6ef326dc1bc04a8e63bce7e749279a00,campinas
8165ad99aa3f293fd8c487e18e8c1d68,50ac16a2d87e6ab7fb5d9db91764e5bd,bauru
09ed4e9b4faf4f69fecc31273d565cdd,557cd07fbd892abdb1dc537a91ac9f00,santo andre
56e48a07ed300dcb0e37986fde979433,2e642fa075db8661dab42c957cfe6290,sao paulo
c0971253b7225c85c559bfa40dae5303,bbfdfbd3af995f06a0da9d30e99fae15,sao paulo
decaeb61687071ee0fb5a7863b398032,0ff5b872dfd979e7d23064973ec52e5b,sao luis
b8106fd2ea14b1cb7d883bdbaafdc82a,e92cf8004da0ba60863ad7d5bd816f5c,sao paulo
1d07a80a15700b40cb15ff5870ee8b48,0e9bafe047d5c6fe3fd8ef6bcdce9a1a,sobral
d114e26102a11cbc6e7b8c37821d1aa5,b0cb09eb848eddd6485a6a38e5a2f134,vitoria
e2287d42212bea87fe363e728bd41e26,77c213e10acbd145d50fcb035d0e86d9,guacui
b97527f774f4348a051175eefe8e7047,e91d99078659be9b7b474bd69cb53ac3,campinas
ed0031841a4c57502d36d9460a7e23e2,27aedee05bc8e9bcc4da2bae37fd4d78,montes claros
8624224187c687572378a68f86248076,c899abf9b025c3ecd2e8d8c4051ed1b9,sao paulo
3fe7926825b25dda1761bd01bbb4d44c,ea2cf3092f1a6b9641abe79f008ad478,barueri
60582a6628af83a283474d8c94e3ff7a,e106b0bf1efc2352bda60eaeced76675,pedro leopoldo
5e4c7fa1c287657de20c8e19c2f959a0,bffe21e5fcf1018f69c5654bb45ec1b6,gaspar
4505e98fe9949c3bcba1d416ee3f9bfb,60c9aac573e07a0ac0a9678f43ac25e1,serra
601e4637ee77e342cd967dab2de46cab,796af4fac93296428070925a8a78aaa1,brasilia
eb55392e91ca4fb066e8c3d099400dd1,04c5ad73047074972e9a1c744c3b4bf8,corumba
254e327149dc394a4edc7ff695098547,39104edef5e46d7b8c61848cc95e6d97,suzano
24f356c2e7de022f4b835936a717c55c,d63d0b04501d2e9583cfe64e6e9f7eda,sao paulo
77c5ac582cd8d2dbccc1c5faf6971de3,5dbaf31e6f3ccef2df173b8d09a07128,cacapava
7f8c8b9c2ae27bf3300f670c3d478be8,634f09f6075fe9032e6c19609ffe995a,feira de santana
31eaac4f3ea617df8b8e5077436679d1,578a719055f199cc37fc781c943a51dd,guariba
71cd7e5e11ae80ed42c6c57ff51a347d,26f8790baee110479bb7cb362e16134a,sao vendelino
ad4950aded55c2ea376be59506456d68,aa2b96dd03307ea6dc4b763c0b5f0b39,caieiras
569cf68214806a39acc0f39344aea67f,c2551ea089b7ebbc67a2ea8757152514,cruz das almas
fd70be8f679574571d4c1ad5dad835bf,c7c57673fe2bd1823ef2ca06c7591df0,ribeirao pires
da13d09c1f518e44de59f89ac25a48a1,d453631105ef4efe9324ff9163c93895,salvador
4dbc3878aa327e629769b79bfa465bd5,598303f52e054ede6c3b5d53ba72ff65,lages
d94dd892998e1f07d4a84e9475d6c05e,e8cb0c78d44d572d96674d666f082fed,barueri
8f0f359a835944478c1c46f14fb5f2c3,a9b4929689bc74b4d8764b7214a9bbc8,senhor do bonfim
bb07e71b9f9329b0b12519d519610049,d864fec759886e2c8ee25038e7f095ab,barueri
bb88b693c753625fac6cbb7cf28caeac,a012820fbbced38a03331716e231e0ba,resende
88a98577c0d60c958eaaab2bf1e57f2b,5f906880e2ce13b655bd34d324a48ea9,pariquera-acu
f277efbc37718499302b3e189bde8e35,7c64114d404c93f2c4305a9f2e7dc3eb,guanambi
b29bd54e3f696b788f8473826a68be4e,fab027a1984a0733038af650d749ac7a,ferraz de vasconcelos
250a79044424d2bec1392a050b14c109,835019738f3ba3c7c85fb00d0a9638d2,belo horizonte
5cbf1c7456d9789a9c0955daffca1546,bf7e07e4ccc7df0889db4653d60c3f27,sorocaba
1efefe2921f93169b360de8c6830c48f,c9cc1db7d87ab8d292dca31e5f1d6d01,vila velha
ff4545a3148f5a22667f301e00cb5ad7,70a2aece5345a514bf960b01975aaa60,porto alegre
fa02a9d0399654a2a97b861ec8ef7897,9e4cec36a7f9294540b39950eade4190,itabirito
033c0ab40161f39cabba89a415feffaa,367f810d77e192e1440edd2afa6b07cd,altamira
9d9fc80cdedb63de913387b502bee19b,abb30df339614118b0728ba40e31780e,sao paulo
54f6cbc1087187d1603082eb0594d47c,7e04891cacaba45a6160a80c09758633,sao paulo
10ae73e50835a14b4a281d2eb1792ac8,8e44f96c051e781c86cee504038ab204,sao sebastiao
991dfbe50e6444dc9f25c9f8d3562ceb,fe583fa349eada65507f4a724344f5d7,mineiros
2d144557245fd98dfdec25bdcafdba76,6f041ad60d1b98ad6ffa085775b93041,campinas
6821fda389d5e73f30e53114869e783a,c1d9e6bbbc34d8eabbaf75ec77de9eff,piracicaba
7b1189510beea7145ec61234465745ff,9cf09239ed6ade14a7a589a75c3e0706,treze tilias
7f34b35a198ead098d27d13705f084e2,f1fe705bc4a9f9b1508be25a3e4141f0,feira de santana
5f8529d3f9d41718127f8ed44d471c6e,d55e594accb5b8cd7e3c26cdd854f5bd,sao paulo
b03b8bf457533ef245fd5fa2681732d0,90149dae3857b44597744541030794a3,sao paulo
440449ac8128b5cdf337acb522b7bcd8,dc7db033534dd88c993be14c98ac7de6,botucatu
a70394b12364e5ae44f4553c76076a6a,0dbf75634e9cdb8dfef760501cf983a8,juazeiro do norte
2ef9aa87865d1090e352dcc1b116ac23,c76b9b7efd2e02d6c8627bf5ad450622,campo grande
c18b64a465c9f5309872862fe7e84ca6,a1d02d8e96f1691603036bfcad4df844,florianopolis
412ef0bba96a560e2811cda36c9cc55e,50d59756373a395d180aa6414fcb99c2,campo largo
adedcf3136a3eef7b9c2a65d778c72c2,ee464d4fde64c19df72f3051c29e0803,taboao da serra
7b04dd77487b6f8e2c13846684b2d742,44bd7571a7dad968306f7776bd5a5745,santa isabel
86a86095c835b9ad8633982e96fd84bf,55fbb64f60861980e74c4f136f304297,sao paulo
8ca53db6e60cffad03828535d1fcc1a2,b3d23d61fb01dde311c5ddc5dfde8e47,belo horizonte
299f7b5125c8fbe1761a1b320c34fc7d,b8b3c435a58aebd788a477bed8342910,arroio do sal
24fc6ae10363187c6761d4f8ad137cf7,f6139ab3e9e9100d5210dc8467c38663,rio do antonio
82d98198f7fb1687858e03a5322e1621,b351ac91ab0ef29bae6da7fbc05959c0,curitiba
d1627fd392eb9366792d5e988253b095,794a542461efefc5e9f0aed3254cbba0,cachoeiro de itapemirim
1aaa1acb23a33441fc718d54cae7dc13,a2f51f628955d9668200728005209afd,salvador
2aadb729e67afb7067245bc438cdde52,b4a9706266706041c10bac3e7ec4316a,foz do iguacu
0509cd76cbe3a75f898826c212bb3b83,df92bfc8c606df2f1defedbd0b60a071,carapicuiba
be9c2bbc3f4b220a693327fba72265d0,aae57465413417f890866a044a7e378d,varginha
d3e3b74c766bc6214e0c830b17ee2341,e97109680b052ee858d93a539597bba7,ouro preto
347995a62a8ddfe4b7201c431a3c5e53,157b9d0c8b2328f814b5ee120d5e5914,indaiatuba
e335e7e1fffa9b705d3453abb49890a7,8d11f32a56d967b7e09d3a5ed6cf9991,ariquemes
5ae9750560eff787bef03f127c5db246,306ca0d858edef9af39b998960923222,araras
0f2ce860d58a0af36c83ac27a7b127fb,4105645a2e9d4e2452957b11df3a2a04,monte mor
7df3b87f2d42e48d389aee0e1922111b,079ad4f138ec38e726e7d9ac51ae1410,balsas
26545a1a15e77138e98380c49a76053a,eb9414e9c56dacd436c2b7a274b34983,baixo guandu
20e9296ee6e31e906dd832d82eed92ba,27f610da50d98eb94f1f0745606bc9f1,porto alegre
6f47b7699f8a027611922b02d6078f91,2f7040ff8e20664c0856a138a97eecce,ibitinga
b1b136ceac7fc54316f2280cd040ed6b,e3a5f5e65ff3b780847f89dcc81c344b,cachoeira do sul
9bfb255b9b882baed6b515d644f93f45,e69a2237d79485b1bf4c1b4dca757b4c,sao paulo
3e97e4616acb3774ea13062109392ecb,96d97637a814355ed5e0913942533b21,niteroi
d2b091571da224a1b36412c18bc3bbfe,d699688533772c15a061e8ce81cb56df,sao paulo
5f174de9b3c05f164681fb0f3e47f453,e8bab621313ad2a3c0ce8e3a023ff9bb,campinas
5ddfa3a772a75f7369ce2fc4446be805,9bb17125558a326bc9db37d5ba89cbff,jatai
79a4c16fed29a84462e7b5c831464cca,e25ecad4f206325588f4b913642377eb,viamao
0dae7978fb6595f295dd3fd9ede02cda,0dd47ea03f3e61825df9e2bc94c292f1,belo horizonte
476a4abbe9551a54f5a9d06bccd2fca5,95ae9ff17e664d7e83d3d685e78935da,sao jose da tapera
00146ad30454993879adaa91c518f68c,5616f75d22507069b5383854a1d8c414,belo horizonte
473510bdc67d814c1feda19dc137023e,8c3ff6ad9360189ef57d625d044d7c19,ferraz de vasconcelos
f8c6dcd56ea35d173392a2ba5bfd6e95,684fda5905aa430123c7b293106a337b,curitibanos
f39c0bea10fec4cdc3138816747386fe,a40fd948c7052f309fbbb0c6e3d0999d,sorocaba
8070cecab3f3dbd764a549623cfa6243,3cc9ea3ffe189981b9a8b2b92b99271b,sao paulo
0489975a325480c9e385e9f135bb13c3,b577af9a54b023b4bcc51f69bb937f1c,franca
ba225d2770cc7c6f31a43e73472f7d6e,daeb283b71a3cc8f49c2c878bb86e15f,sao paulo
ab46103abc25cb3dd1a256b455dd9eaa,60e25dc38171becdb0abd13aac4ece3f,porto alegre
3885c59916b2b261205c303fe0a10abf,f72d1ee92d55688d07ca88506300715e,rio de janeiro
a3cce16d1def5991f7314b717b373ab4,2e61a8d70f5bd8fa8dd742ed198aceaa,sao paulo
d9aa0fd51600102c2e7bdf3bf1649250,46799d0831910f2c477c49a994961510,arcos
4fea6b3a96c9c399aef5540b38c7025b,f5add44bf786bd861fd6108d400cbaa5,sao paulo
0df186e89fa6f0d7724df6839ad18fe5,2da15ef83ce8831c824aa43f2af3eff1,itapevi
7db89c45b494054165b374d2b7510731,5729c597c0f53d54a91b45f64461a958,ribeirao
fce5e90c12f6f040a4a77008ebeca230,2a6ef69674d6f28002c72b8d123b3a27,campinas
be188afbecaf3cabfe042bf53dfa2e19,56e3a984ef5040797608df8afcba3d75,sao jose dos campos
8da4c2f6272f4a9218d9dda0f025495c,940b5d5aac34067485a393d6c465d974,campinas
986bc7d65bbaf513d338a4459f4cacec,bfd615f5f37a0dfef82d7433fb229c9f,belo horizonte
f9a6bf8bc89af704ecd48975eff11800,1450a7cb6ba0bc92100a9a4a8a2f38e7,sao paulo
70adc37c97e196449a2b5dd84465c4b3,2f4caaa523ad6f3d695a5e698263cd05,fortaleza
3b6828a50ffe546942b7a473d70ac0fc,ccafc1c3f270410521c3c6f3b249870f,goiania
25a742a013fa668dd2da9b49e7361a48,d84eef527886bcba5d813645e08918d3,salvador
f4d98068179c2289cd5f050f0ac67644,310647380793836bfa5b7b6b3f518423,ribeirao preto
63523bbb461dd0b8fffa47e82833533c,9fb020faa1dfc7cc66b648e6a8ef0ca0,barretos
7c029959cc691fbe5dba3ce8eee98d14,7582c4e0a81c88f5ea0ead98b083b876,mogi-guacu
9bd2f246e81c19f65c539ce426288ef5,d46eb9ba6d6b75c1dac85b91911fc9c2,sao paulo
7ec34e03cfead59804e2ae99d09014a6,e60599551efd9a16671ddf0668aea5f1,buritizeiro
021e84751ba0ead75b6d314a6ead88d9,9a58c55c10b4eb6c69fb0874d8beb466,rio de janeiro
383c957ec162c9147f9aab26161af5c6,38e9ba7e543c33ae95a697ed2566dc00,rio de janeiro
0b8d40b3e4564b081cddd81d7227344c,9c9db9057b02a4a1eb0d79e7caa1120f,sao paulo
c72a2535917c69cffe7135677632702a,fae8e2a6ad5578e55fc3bd34e1616ca2,itauna
2cd4fd79fa21cdab9cc8a7de105555ac,79aaa40216d464f6571c1ade510d094d,campinas
35e42ff7aa123e24e46282f1ad57e517,2c7805e71918f3ee4591674ad25cb19b,sao paulo
3033498ec1047e6944f31409dfcdd579,447cbda062c49d5c639f8f2021bcb1d7,juiz de fora
31bb23e87b9ced322c87a42677a4723a,8de0e7de3b9206260785e2801ad4174c,indaiatuba
dcd40f3746fb8ee4fa0fab8dc6c2d222,b97b7e6d034e5fa44c9a1606e91eeecf,ribeirao preto
7ef43c3eb0d94e1f5e0a49b2f3bc34a9,8405f731b36baec7dfc9501225f9b117,sao paulo
9c6ea4e6fbcff50e788a14bd67a29022,060874c9cbadb6df3d73ddea97e55bf7,jequie
54b307e9a6121f572faef4f220fbac3a,813585153cd8b4b6c06e576d818ec985,sao paulo
1dcf37da2946cd5a450289683d39887b,20fdad45aed5ae04cce21af8f56cc98f,sao paulo
4c047a7a1169d69034904b2fb4abb348,1374dc8d69e00b2749f27505a5eb4e2d,sao paulo
d44661372e501386cce8554861971115,5ad96d7a95788923e8ff455366a90015,cacapava
4236ba0e8837211a7c2d22719c96bf86,b525978184c53a6051f72e2343ffce0e,santos
7dab920e35ce0d5b1139e8999423fcc1,5df965670962764c4bb2dbd1ef8019a3,orlandia
062184594d2f701642d78351528e8592,4a523acb002d650ef0738916f939df50,congonhas
1a5f9e24a9605dc54ffd4eec8835be86,7cd82b098982a246bc758a0241267b80,rio de janeiro
f6cc975f9ed5f7d6d78d5f8ac711a7ac,8cfecfbbdad82f1281686a54caf46dbb,boa esperanca
04c70b7e1a619d16dbd79757e543cc59,c0c0c50de0f9c7089f7de06b69577afc,taubate
cecb0cabf6394829a7de181e95a08ad6,63d9c37bacc98b56edcd3779d54bb3e7,belo horizonte
4baaaf6362f7e72690d2c85b4f6f9eff,9976a6eff003bbc0280a428ed781f0e1,brasilia
42ebb2540882b272d9e0e452e2464e7e,8d98676709c5683e69a10ff87c84f58b,cerquilho
bf56aa6eb743bb7c169701ad0ee1bbc8,54e585d73c89a6aff19a1557eb5e9d16,blumenau
ec8b4c21b7b12f71327c523fd81cba91,7cc03c08d005325866a066545987dbfe,cariacica
6f203f614778c173ade2490e6684c399,7e64f6ec6e52ccf5e45509b9949e0a28,coronel fabriciano
131543adb30a089bacc9f8025d1d1a4c,ddeff064f932d917f4c938cbe8f4ac35,brasilia
fe196aba95e52d084e7bb60dbd8a23f1,93b4c8bdafa9877757c77b519415d274,indaial
9d79b3c159727a1fccf44acd17ccd2a5,e706413ab8ea0f24e331d90182dbd897,rio de janeiro
fe5f081eb56748482abe3a5f13f7fc43,c8a19df09b2426e04c00d66e1ff7e460,salvador
2ab885f5c189c548b974c71966554173,472a149da00ab76966375b76601af3e3,itatiba
135faf5be3b5e8705cc07b77df127bbb,9d0ef48a7d5a1b31a2ff6a09713fc24d,teixeira de freitas
0b425602b5219a3697993d0d8595e414,20315d2fd2943f5ee5fd4b4cac993a7b,criciuma
df5c9e02596851fcbfc98804e4108bbd,377bdfb2197d3b83c9e3f9502deabcfb,capelinha
220e4b027f0294fd79d2869ef67e7db6,123ae28184c9e80638e71d40e37adc27,gravatai
5840ca4dabfc4e4eac43cdc7123390c5,012755131a5b785b0ae3291c339a9051,sao paulo
7930549f156eea2b01b0fc2fdd323063,dfe634d4b8e0678799178b6ec8e1b0ba,porto alegre
f81bed8a63f637b20ff67dccd843c2a5,a9088d439d83c94aef38ee4846e31559,rio de janeiro
9393ea60acdf05a4004483c3b7c24d77,19913c41a2d6a9192020f85be51811e5,belo horizonte
2e22bee00067f79174a49def8fec481c,730bc97df4e3bb36de63041f329b9e87,venda nova do imigrante
aa1fd99d3fa9ef872384623522665eb2,369356185e190dbcc4ea472ef050dbbc,sao paulo
2cdced5335b76d6e563bfa3a40bcf7a4,3894c7d8e29573e308ebc285ecd61d39,senges
df4c4273ca572a5dccb721c358e92c8d,f971b51b5cde228a6212927455e6a973,salvador
ec43686dd7b2f48ea65475606fdfc85d,12bf6178776d90da204cdf1b37d23906,jundiai
